date_posted,age,county,religion,tweet_text
26/03/2014,40,Offaly,Catholic,michaelthird anndoyl irishunionist individual link look like   country link paramilitary line sinn fein basically ira try hide
11/08/2018,65,Westmeath,Catholic,michaelthird anndoyl irishunionist course terrorist community dup form political wing loyalist paramilitary government represent terrorist sinn fein control murderer
24/09/2018,31,Down,Other,rxsinnfein vote sinn féin 💚 🕊
18/06/2017,62,Louth,Atheist,"anntraver loyalist group play sfira hand angry ridiculous vacuum governance security 
 timely political propaganda stunt time year sinn fein ira 
 notice observation 
"
26/06/2013,26,Westmeath,Protestant,diarmuidcahalan sinn fein bot year party understand power social medium party slowly catch
08/05/2020,26,Antrim,Protestant,ginadavidsonlbc lbc lbcnew absolutely detest man snps traditional politician proper reason indy smart influence sinn fein moronic soup taker
16/02/2015,18,Derry,Atheist,utvnews sinn fein border poll   sinn fein border poll   sinn fein border poll   wise ff
23/06/2013,33,Carlow,Protestant,liadhant banbloodsport sínn fein member participate vote ban dup here list name vote ban
22/06/2022,50,Kerry,Protestant,paulmurphy jamiebrysoncpni republicans replace armalite fudd bryson   effective weapon   spout bullshit strengthen nationalist vote   fudd action ensure sinn fein minister    unionist brain shut
15/06/2019,37,Westmeath,Protestant,"amandadeibert maternal grandfather irish member volunteer carry sinn fein activity include destruction english army barrack ballyreen 

 paternal grandmother escape tsarist pogrom child end chicago"
06/10/2017,41,Roscommon,Catholic,"important   partition ireland grandfather raise gaelicspeaking home county clare member volunteer carry sinn fein activity include destruction english army barrack ballyreen 

"
07/09/2022,29,Wexford,Catholic,"jamiebrysoncpni local lawmaker gerry kelly form sinn fein party”one stop 
 proof reader proofreader reuter 

 proofread tweet"
16/01/2015,45,Derry,Catholic,alliance party leader naomi long mla criticise sinn fein vote ban fox hunting northern ireland sign petition 🙏
14/01/2015,35,Galway,Catholic,ulsterever cjhumanright thing irasinn fein
27/05/2020,27,Waterford,Atheist,paddyjkelly jimallister eu foreign law ira sinn fein union subjugate flag protocol dagger heart rigorous hand job irish government taig davey tweed
31/08/2014,34,Galway,Protestant,michaeloregan atrocity mary lou mcdonald sinn fein wish people forget
13/05/2021,38,Kerry,Protestant,mckeeganclaire ira finding known outside organisation sinn fein
10/02/2019,45,Laois,Catholic,jamalginsberg believe sinn fein talk irish unity transwoman literally murder street priest day
27/01/2018,53,Down,Protestant,nicholamallon self serve stunt fake fight stand hanna sinn fein free run family extend blood relative human bear unborn regardless number chromosome call humanity party not recognise
24/07/2019,52,Meath,Catholic,"sinn fein government north past   year 
 change"
28/08/2018,31,Longford,Protestant,"independentie sinnfein run activist 
 twitter etc occupy kneecap amp robbing bank 
 bank branch close hospital overrun 
 morningireland rtenew"
01/08/2022,45,Waterford,Atheist,break headline sinn féin lambaste ironic bill tackle online troll
04/03/2021,64,Tyrone,Catholic,eoinpoil netterville erskinechilder delete tweet atrocious spelling error 😅 basically m say   not vote pro treaty candidate   protreaty sinn féin m debate point s nuance state
30/04/2019,53,Tyrone,Catholic,sinnfein rate   manifesto review give   department specialist approval
25/12/2018,56,Leitrim,Catholic,"ograsf largely work pat catney sdlp m interested actual performance sinn fein northern ireland assembly propaganda give concern article 
"
21/03/2013,64,Clare,Other,gercosgrove sinnfein lol
05/05/2020,61,Waterford,Catholic,sinn féin lambaste ironic bill tackle online troll
11/05/2013,63,Wicklow,Protestant,"sinn féin manifesto review  

 thread find opinion departmental specialist policy design cabinet 

 thread"
02/09/2018,25,Cork,Catholic,foxyfox cahershane maximeristavi wallacemick claredalymep add lukeme macmanuschris sinn fein graceosllvn green party list traitor
31/08/2014,59,Louth,Protestant,jimallister jamiebrysoncpni define success jim tiny way manif vote election hatred change progress return sinn fein minister northern ireland step time
09/10/2014,44,Laois,Atheist,election sinn fein tell unionist will not go government terrorist decommission war
15/06/2020,41,Kerry,Atheist,paulrhu scotnational stfilansdream murdofraser oppose sinn fein mean   🤡
19/06/2022,27,Offaly,Catholic,aaronbastani sinn fein vehemently oppose form abortion right ni decade plastic provos wet knicker reactionary thug
23/08/2018,19,Tyrone,Catholic,"nichola realise unionist voter will vote sdlp   surely well target sinn fein amp voter 

 shamble party"
24/02/2020,43,Tipperary,Catholic,take week attach blame republican nationalist involve need clearance sinn fein rep kelly army council
21/10/2014,28,Armagh,Other,thank ms wood fellow pro abort sdlp sinn fein pbp alliance party green party uup socalled safe zone ensure criminal offence people pray outside abortion mill try
02/10/2015,33,Down,Protestant,eoinpoil netterville erskinechilder   vote protreaty candidate lump party support treaty look protreaty candidate run protreaty sinn féin secure
14/02/2019,64,Laois,Catholic,spotterirish point upset lcc set clearly concisely concern past sinn fein irs similar case vital issue violence remain street gfa long support lcc unionism
23/11/2021,56,Laois,Other,blue hugh bother fact s write negative piece sinn féin
13/08/2022,61,Galway,Catholic,griptmedia rise sinn fein get yer bullshit link sinn fein away write criminal run country instead
16/10/2022,36,Donegal,Protestant,"partys conference bellaghy today sdlp leader columeastwood say time break dupsinn fein cycle crisis collapse 

 say dup far well serve sit neighbour good people run tory pm"
30/09/2020,38,Longford,Other,allisonmorris allison admire decent impartial journalism unfortunately position sound sinn fein loyalistunionist   welcome irish minister want putin annex northern ireland
07/12/2017,34,Westmeath,Protestant,donn ronanduffy michealmartintd corrupt fine gael sinn fein party
02/12/2016,22,Kilkenny,Protestant,"ww zelenskyyua yes ignorance stupidity evil symbiotic relationship 

 activist nationalist socialist sinn fein ira youth movement front propaganda target hate nazi mirror 
 cc ruthde alexjonesam 
"
19/12/2016,19,Cavan,Protestant,finegael paschald doubt attack sinn féin typical response embarrassing shameful government
14/12/2018,44,Meath,Catholic,"  deceitful sinn fein ira pledge allegiance soviet russia slaughter christian 

 call neutrality world war ii 
 soviet dictator stalin hitler secretly share resource 
 fullon nazi asset 

"
03/05/2015,18,Down,Protestant,agnewni didntu era equality outcome imagine sinn fein disgust obvious sectarianism
22/10/2019,31,Wicklow,Protestant,"marcpcoleman finegael fg 

 wt cosgrave amp richard mulcahy fight   replace michaelcollin head provisional government amp national army found cumann na ngaedheal fg leadersall not true republican accord provisional sinn féin"
25/04/2021,57,Tipperary,Protestant,"sinnfeinireland prowoman female member group contact sinn féin rep danielbakersf meet sexist arrogance rude dismissiveness amp frightening contempt 

 sexism place politic agree maryloumcdonald moneillsf 
 ae"
07/02/2014,61,Kildare,Catholic,banbloodsport picture   dup amp j allister mla vote itor sinn fein actually rattle
02/12/2018,42,Armagh,Protestant,ografiannafail lot ban sinn fein video dail debate yous look debt
28/07/2019,21,Kerry,Protestant,vote sinn féin   time real change  
11/08/2018,26,Antrim,Catholic,sinn féin support open door immigration not housing crisis hospital health service crisis bad pupilteacher ratio europe
22/07/2014,41,Kildare,Atheist,"alisonw cllrjohnkyle right way respect loyalist illegal activity backfire local community wide unionist community 

 give ammunition sinn fein shinnerbot 

 go pull conorhouston s election poster"
09/03/2015,58,Laois,Protestant,"ae candidate animal cruelty issue ciara ferguson mla sinn féin foyle   vote propose ban cruel fox hunt deer hunt hare hunting terrierwork 
 "
29/09/2020,61,Monaghan,Catholic,"sciadv zelenskyyua junior sinn féin brainwash russian propaganda 
 openly refer ukrainian government far right nazi"
29/10/2022,47,Cork,Atheist,shahadehabou michaellynk alhaqorg btselem hrw amnesty friend sinn fein ireland refuse sit westminister parliament election refuse king shekel betray israeli arab elect achieve mislead   know apartheid israel
12/07/2014,20,Derry,Catholic,cynical nonsense leaderless political unionism border poll provision gfa irish electorate decide constitutional position county sinn féin dup know
03/05/2021,29,Laois,Catholic,clairehanna harriettmooreb patcatney nicholamallon pauldohertysdlp matthewotoole world difference make real effort find common cause purpose sinn fein
13/12/2016,36,Longford,Protestant,zhenderen zhen remember owe picture sinn féin give u fdp glp picture
12/12/2013,31,Wexford,Catholic,richardtgarland sinn fein live headrent free
30/09/2014,57,Down,Protestant,time real change   th vote sinn féin
28/06/2014,59,Waterford,Protestant,"willismarshal beattiedoug actually think sinn fein democratic process vote fm position violent time 

 scary people actually think like"
24/03/2017,41,Louth,Catholic,give threat f sinn fein defend irish baby murder stormont defend irish kid despite threat
09/08/2017,59,Fermanagh,Catholic,sinnfeinireland johnfinucane sinn fein jealous responsible
28/05/2019,39,Derry,Protestant,special thank sinn féins cllrmicknugent amp cllr kenneth collins plus commemorative committee phoblacht abú 🇮 🇪
27/12/2020,20,Roscommon,Catholic,helenuk depend live   party mp tory dup exclude sinn fein independent
22/02/2018,64,Laois,Protestant,hhesterm sinn fein ira fan club
02/05/2020,62,Tyrone,Catholic,sdlp pbp sinn fein voter allow near roman catholic church occasion birth death family ban simple   abortioniswrong
27/08/2021,20,Donegal,Protestant,jcardin egbrtnosh brianjohnspencr stefsimanowitz alstewartobe sinn fein minister save bluster time post function government prepare uphold principle gfa give gfa form basis devolve government ni
04/04/2018,51,Clare,Catholic,"thread usual sinn fein abusive threaten intimidate behaviour 

 s language understand bully boygirl language meet fire fire bully think soft ll try walk not let thug bully win abortioniswrong"
30/03/2016,46,Longford,Catholic,sinn féin marxist idea come sinn féin catholic north ireland catholic traditionally vote sdlp
25/06/2020,36,Laois,Protestant,ograsf sinn fein hand welfare power tory recently sinn fein award capita   year contract sinn fein not care poor
11/07/2020,47,Donegal,Other,whywouldthatbe egbrtnosh brianjohnspencr stefsimanowitz alstewartobe democrat firstly government sinn fein minister secondly accept democratic eu uk parliament uk elecorate vote suport ni protocol
27/06/2015,38,Roscommon,Catholic,"jcardin egbrtnosh brianjohnspencr stefsimanowitz alstewartobe sinn fein 

 party equality respect amp integrity 

 fair murderer revere operate equal opportunite basis care sex colour creed characteristic victim"
16/10/2021,39,Kilkenny,Protestant,"jcardin egbrtnosh brianjohnspencr stefsimanowitz alstewartobe find view sinn fein reasonable representative rigidly oppose violence obtain elect position entirely democratic mean 

 think leave conversation"
07/11/2018,35,Westmeath,Catholic,"whywouldthatbe egbrtnosh brianjohnspencr stefsimanowitz alstewartobe view abnormal modern western society 

 find view sinn fein reasonable 

 preference uup sdlp alliance"
